Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,63.98000121116638,29.170000553131104,5.389999970793724,1.4600000344216824
2,79.14000153541565,14.659999310970306,4.5899998396635056,1.6100000590085983
3,82.84000158309937,14.149999618530273,1.3199999928474426,1.6899999231100082
4,89.70999717712402,7.280000299215317,1.2799999676644802,1.7300000414252281
5,93.83000135421753,2.979999966919422,1.3000000268220901,1.8899999558925629
6,95.02000212669373,2.199999988079071,0.6500000134110451,2.1299999207258224
7,96.45000100135803,0.71000000461936,0.4800000227987766,2.3600000888109207
8,97.15999960899353,0.0,0.0,2.84000001847744
