Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Confidence Stability,0.5,,86.47000193595886,2.350100040435791,0.2937625050544739,13.529998064041138,10000
Confidence Stability,0.5257894992828369,,86.97999715805054,2.373300075531006,0.29666250944137573,13.020002841949463,10000
Confidence Stability,0.551578938961029,,87.38999962806702,2.3956000804901123,0.29945001006126404,12.610000371932983,10000
Confidence Stability,0.577368438243866,,87.91999816894531,2.4202001094818115,0.30252501368522644,12.080001831054688,10000
Confidence Stability,0.6031578779220581,,88.34999799728394,2.4505999088287354,0.3063249886035919,11.650002002716064,10000
Confidence Stability,0.628947377204895,,88.66000175476074,2.476599931716919,0.30957499146461487,11.339998245239258,10000
Confidence Stability,0.6547368764877319,,89.12000060081482,2.5092999935150146,0.31366249918937683,10.87999939918518,10000
Confidence Stability,0.6805263161659241,,89.56999778747559,2.5409998893737793,0.3176249861717224,10.430002212524414,10000
Confidence Stability,0.706315815448761,,90.04999995231628,2.5789999961853027,0.32237499952316284,9.950000047683716,10000
Confidence Stability,0.7321052551269531,,90.420001745224,2.6180999279022217,0.3272624909877777,9.579998254776001,10000
Confidence Stability,0.75789475440979,,90.89999794960022,2.662600040435791,0.3328250050544739,9.10000205039978,10000
Confidence Stability,0.7836841940879822,,91.40999913215637,2.7146999835968018,0.3393374979496002,8.590000867843628,10000
Confidence Stability,0.8094736933708191,,91.80999994277954,2.7692999839782715,0.34616249799728394,8.190000057220459,10000
Confidence Stability,0.8352631330490112,,92.53000020980835,2.8427000045776367,0.3553375005722046,7.46999979019165,10000
Confidence Stability,0.8610526323318481,,93.11000108718872,2.9272000789642334,0.3659000098705292,6.889998912811279,10000
Confidence Stability,0.8868421316146851,,93.66000294685364,3.029099941253662,0.37863749265670776,6.339997053146362,10000
Confidence Stability,0.9126315712928772,,94.23999786376953,3.1602001190185547,0.39502501487731934,5.760002136230469,10000
Confidence Stability,0.9384210705757141,,95.06000280380249,3.3480000495910645,0.41850000619888306,4.93999719619751,10000
Confidence Stability,0.9642105102539062,,95.80000042915344,3.6568000316619873,0.4571000039577484,4.199999570846558,10000
Confidence Stability,0.9900000095367432,,96.68999910354614,4.434299945831299,0.5542874932289124,3.3100008964538574,10000
