Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Confidence,0.5,,74.18000102043152,1.1003999710083008,0.1375499963760376,25.81999897956848,10000
Confidence,0.5257894992828369,,74.98999834060669,1.1282999515533447,0.1410374939441681,25.01000165939331,10000
Confidence,0.551578938961029,,75.84999799728394,1.1605000495910645,0.14506250619888306,24.150002002716064,10000
Confidence,0.577368438243866,,76.82999968528748,1.1928000450134277,0.14910000562667847,23.170000314712524,10000
Confidence,0.6031578779220581,,77.5600016117096,1.2239999771118164,0.15299999713897705,22.439998388290405,10000
Confidence,0.628947377204895,,78.4500002861023,1.2582999467849731,0.15728749334812164,21.549999713897705,10000
Confidence,0.6547368764877319,,79.40000295639038,1.302899956703186,0.16286249458789825,20.59999704360962,10000
Confidence,0.6805263161659241,,80.51000237464905,1.3562999963760376,0.1695374995470047,19.489997625350952,10000
Confidence,0.706315815448761,,81.33000135421753,1.4048000574111938,0.17560000717639923,18.66999864578247,10000
Confidence,0.7321052551269531,,82.16999769210815,1.4527000188827515,0.18158750236034393,17.830002307891846,10000
Confidence,0.75789475440979,,83.160001039505,1.5205999612808228,0.19007499516010284,16.839998960494995,10000
Confidence,0.7836841940879822,,84.21000242233276,1.5950000286102295,0.1993750035762787,15.789997577667236,10000
Confidence,0.8094736933708191,,85.33999919891357,1.6753000020980835,0.20941250026226044,14.660000801086426,10000
Confidence,0.8352631330490112,,86.54000163078308,1.7699999809265137,0.2212499976158142,13.459998369216919,10000
Confidence,0.8610526323318481,,87.79000043869019,1.8904999494552612,0.23631249368190765,12.209999561309814,10000
Confidence,0.8868421316146851,,89.12000060081482,2.0355000495910645,0.25443750619888306,10.87999939918518,10000
Confidence,0.9126315712928772,,90.49999713897705,2.238300085067749,0.27978751063346863,9.50000286102295,10000
Confidence,0.9384210705757141,,92.11000204086304,2.507999897003174,0.31349998712539673,7.889997959136963,10000
Confidence,0.9642105102539062,,93.66999864578247,2.9128000736236572,0.36410000920295715,6.330001354217529,10000
Confidence,0.9900000095367432,,95.85999846458435,3.8833000659942627,0.48541250824928284,4.140001535415649,10000
