Run,Model,Lambda Hard Budget,Dependency Constrained Prefix,Accuracy,Soft Accuracy,Hard Accuracy,Effective Timestep,Hard Effective Timestep,Executed Timestep,Layer1 Hard Timestep,Layer2 Hard Timestep,Prefix Spike Rate,Prefix Energy Proxy,Loop Energy Proxy,Hard Budget Proxy
global_hb_002,global_chronoskip_s2h,0.02,False,86.06000002861023,86.06999979019164,86.06000002861023,7.283526420593262,8.0,8.0,8.0,8.0,0.2713036093711853,2.1704288749694824,2.1704288749694824,7.07410192489624
global_hb_005,global_chronoskip_s2h,0.05,False,86.14000002861023,86.06000001907348,86.14000002861023,7.264989852905273,8.0,8.0,8.0,8.0,0.2717894574642181,2.174315659713745,2.174315659713745,7.063840389251709
global_hb_010,global_chronoskip_s2h,0.1,False,86.06999979019164,85.96999979019165,86.06999979019164,7.238872528076172,8.0,8.0,8.0,8.0,0.27162878775596616,2.1730303020477293,2.1730303020477293,7.0492072105407715
layerwise_hb_005,layerwise_chronoskip_s2h,0.05,False,85.96000001907349,85.85000001907349,85.96000001907349,7.265727996826172,8.0,8.0,8.0,8.0,0.2731459640979767,2.1851677127838136,2.1851677127838136,7.062333106994629
layerwise_hb_010,layerwise_chronoskip_s2h,0.1,False,86.01000003814697,85.91999979019165,86.01000003814697,7.2496490478515625,8.0,8.0,8.0,8.0,0.2739897544384003,2.1919180355072023,2.1919180355072023,7.053483963012695
layerwise_hb_005_dep,layerwise_chronoskip_s2h,0.05,True,85.9899997997284,85.8799997997284,85.9899997997284,7.265812397003174,8.0,8.0,8.0,8.0,0.27374153747558594,2.1899322998046875,2.1899322998046875,7.062361717224121
