epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9023172616322835,0.9023172616322835,0.0,0.0,0.0836537109375,0.375,0.0,0.0,0.0,72.31500000317891,0.0,92.47,92.47,92.47,0.11234277800321579,0.11234277800321579,0.11234277800321579,3.0,3.0,3.0,3.0,3.0,3.0,0.3370283340096474,0.3370283340096474,3.0,0.3370283340096474
2,0.2181529738664627,0.2181529738664627,0.0,0.0,0.1130904296875,0.375,0.0,0.0,0.0,93.77500000635783,0.0,95.34,95.34,95.34,0.11531177887916565,0.11531177887916565,0.11531177887916565,3.0,3.0,3.0,3.0,3.0,3.0,0.3459353366374969,0.3459353366374969,3.0,0.3459353366374969
3,0.15360232452551523,0.15360232452551523,0.0,0.0,0.11540260416666667,0.375,0.0,0.0,0.0,95.56333333969116,0.0,96.22,96.22,96.22,0.11699732259511948,0.11699732259511948,0.11699732259511948,3.0,3.0,3.0,3.0,3.0,3.0,0.3509919677853584,0.3509919677853584,3.0,0.3509919677853584
4,0.12349867788553238,0.12349867788553238,0.0,0.0,0.11641510416666667,0.375,0.0,0.0,0.0,96.42166667302449,0.0,96.62,96.62,96.62,0.11661031086444855,0.11661031086444855,0.11661031086444855,3.0,3.0,3.0,3.0,3.0,3.0,0.34983093259334563,0.34983093259334563,3.0,0.34983093259334563
5,0.10569856074651082,0.10569856074651082,0.0,0.0,0.1176333984375,0.375,0.0,0.0,0.0,96.90166666666667,0.0,96.93,96.93,96.93,0.11878044126033784,0.11878044126033784,0.11878044126033784,3.0,3.0,3.0,3.0,3.0,3.0,0.35634132378101346,0.35634132378101346,3.0,0.35634132378101346
6,0.09543324811855952,0.09543324811855952,0.0,0.0,0.11791852213541666,0.375,0.0,0.0,0.0,97.15000000317892,0.0,97.27,97.27,97.27,0.11792616151571274,0.11792616151571274,0.11792616151571274,3.0,3.0,3.0,3.0,3.0,3.0,0.35377848454713823,0.35377848454713823,3.0,0.35377848454713823
7,0.08660300825834275,0.08660300825834275,0.0,0.0,0.11816022135416666,0.375,0.0,0.0,0.0,97.42,0.0,97.77,97.77,97.77,0.11970000455379486,0.11970000455379486,0.11970000455379486,3.0,3.0,3.0,3.0,3.0,3.0,0.3591000136613846,0.3591000136613846,3.0,0.3591000136613846
8,0.08071035530169805,0.08071035530169805,0.0,0.0,0.11877858072916667,0.375,0.0,0.0,0.0,97.5866666730245,0.0,97.66,97.66,97.66,0.12038989518880844,0.12038989518880844,0.12038989518880844,3.0,3.0,3.0,3.0,3.0,3.0,0.3611696855664253,0.3611696855664253,3.0,0.3611696855664253
9,0.07592195557951927,0.07592195557951927,0.0,0.0,0.11899713541666666,0.375,0.0,0.0,0.0,97.72500000635783,0.0,97.91,97.91,97.91,0.1185738273382187,0.1185738273382187,0.1185738273382187,3.0,3.0,3.0,3.0,3.0,3.0,0.3557214820146561,0.3557214820146561,3.0,0.3557214820146561
10,0.07081883422732353,0.07081883422732353,0.0,0.0,0.11875986328125,0.375,0.0,0.0,0.0,97.9266666730245,0.0,97.91,97.91,97.91,0.11968707302808762,0.11968707302808762,0.11968707302808762,3.0,3.0,3.0,3.0,3.0,3.0,0.35906121908426286,0.35906121908426286,3.0,0.35906121908426286
