epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,train_final_ce,train_prefix_ce,train_temporal_loss,train_total_loss,train_selected_transition_fraction,train_violating_transition_fraction,val_loss,val_acc,val_soft_acc,val_hard_acc,val_raw_spike_rate,val_gated_spike_rate,val_prefix_spike_rate,val_effective_timestep,val_hard_effective_timestep,val_layer1_effective_timestep,val_layer2_effective_timestep,val_layer1_hard_timestep,val_layer2_hard_timestep,val_energy_proxy,val_prefix_energy_proxy,val_executed_timestep,val_loop_energy_proxy,val_final_accuracy,val_mean_prefix_accuracy,val_ever_regressed_fraction,val_mean_population_regression,val_mean_conditional_regression,val_beneficial_transition_fraction,val_destructive_transition_fraction,val_stable_correct_fraction
1,0.4799851112340887,0.46303364876657727,0.0,0.0,0.1332417284421002,1.0,0.0,0.0,0.0,0.0,85.4875,0.0,0.46303364876657727,0.7613666653335095,0.016951462767397365,0.4799851112340887,0.6327708616393308,0.39403469132383667,0.19398451071977615,94.175,94.175,0.0,0.13633768264452617,0.13633768264452617,0.13633768264452617,8.0,8.0,8.0,8.0,8.0,8.0,1.0907014611562094,1.0907014611562094,8.0,1.0907014611562094,94.17499542236328,85.09896087646484,5.693090915679932,0.8261905312538147,0.9858794212341309,5.796428203582764,0.8261905312538147,94.17499542236328
2,0.16919582307649156,0.1607045250525698,0.0,0.0,0.13190485532581805,1.0,0.0,0.0,0.0,0.0,95.2,0.0,0.1607045250525698,0.5106716099083424,0.008491298160050065,0.16919582307649156,0.8014226549069087,0.4177490722735723,0.1299722804625829,95.84166666666667,95.84166666666667,0.0,0.12688169805208843,0.12688169805208843,0.12688169805208843,8.0,8.0,8.0,8.0,8.0,8.0,1.0150535844167075,1.0150535844167075,8.0,1.0150535844167075,95.84166717529297,88.078125,4.839669704437256,0.7130952477455139,0.8199414014816284,5.128571510314941,0.7130952477455139,95.84166717529297
3,0.12710027975340685,0.12085148795725156,0.0,0.0,0.11946384532252947,1.0,0.0,0.0,0.0,0.0,96.29166666666667,0.0,0.12085148795725156,0.5305127499103546,0.0062487917096586895,0.12710027975340685,0.8189702752828598,0.42634099372227985,0.1057183969070514,96.825,96.825,0.0,0.11139672682682673,0.11139672682682673,0.11139672682682673,8.0,8.0,8.0,8.0,8.0,8.0,0.8911738146146139,0.8911738146146139,8.0,0.8911738146146139,96.82499694824219,85.44583129882812,2.8124735355377197,0.40833336114883423,0.48715364933013916,6.510714530944824,0.40833336114883423,96.82499694824219
4,0.10509597561260065,0.1000285290274769,0.0,0.0,0.1071176219979922,1.0,0.0,0.0,0.0,0.0,96.9375,0.0,0.1000285290274769,0.5602765311896801,0.0050674464847737305,0.10509597561260065,0.8249881323973338,0.4278867987593015,0.09200128103792668,97.18333333333334,97.18333333333334,0.0,0.10161514806747436,0.10161514806747436,0.10161514806747436,8.0,8.0,8.0,8.0,8.0,8.0,0.8129211845397949,0.8129211845397949,8.0,0.8129211845397949,97.18333435058594,88.80624389648438,3.3049490451812744,0.48928573727607727,0.5584846138954163,6.032142639160156,0.48928573727607727,97.18333435058594
5,0.09279230559182663,0.08840451447758824,0.0,0.0,0.09732776023447513,1.0,0.0,0.0,0.0,0.0,97.28333333333333,0.0,0.08840451447758824,0.5843791452248891,0.004387791141110938,0.09279230559182663,0.8277292039394378,0.4316491879423459,0.091775927507629,97.06666666666666,97.06666666666666,0.0,0.09412687744696935,0.09412687744696935,0.09412687744696935,8.0,8.0,8.0,8.0,8.0,8.0,0.7530150195757548,0.7530150195757548,8.0,0.7530150195757548,97.06666564941406,86.99478912353516,2.9533374309539795,0.4345238208770752,0.5078825950622559,6.57023811340332,0.4345238208770752,97.06666564941406
6,0.08365088664802413,0.0797492438435244,0.0,0.0,0.08981625144183636,1.0,0.0,0.0,0.0,0.0,97.53958333333334,0.0,0.0797492438435244,0.6414450247387091,0.0039016428741548833,0.08365088664802413,0.8259524180491765,0.4308852330843608,0.06995310060804089,97.80833333333334,97.80833333333334,0.0,0.08554284665981929,0.08554284665981929,0.08554284665981929,8.0,8.0,8.0,8.0,8.0,8.0,0.6843427732785543,0.6843427732785543,8.0,0.6843427732785543,97.80833435058594,86.39583587646484,1.730980396270752,0.2511904835700989,0.2963358163833618,7.0511908531188965,0.2511904835700989,97.80833435058594
7,0.07511998631386087,0.07165676638639222,0.0,0.0,0.08429489918549855,1.0,0.0,0.0,0.0,0.0,97.79375,0.0,0.07165676638639222,0.6962587323685487,0.003463219948792054,0.07511998631386087,0.8256399179697037,0.4312705758810043,0.07081951689595978,97.68333333333334,97.68333333333334,0.0,0.0805819149017334,0.0805819149017334,0.0805819149017334,8.0,8.0,8.0,8.0,8.0,8.0,0.6446553192138672,0.6446553192138672,8.0,0.6446553192138672,97.68333435058594,85.65416717529297,2.1192164421081543,0.3095237910747528,0.36876294016838074,7.371428489685059,0.3095237910747528,97.68333435058594
8,0.07040122874841714,0.06719614176273657,0.0,0.0,0.07994054505228997,1.0,0.0,0.0,0.0,0.0,97.89375,0.0,0.06719614176273657,0.6972301105161508,0.0032050870276822633,0.07040122874841714,0.8300208708842596,0.43088442605733873,0.059131353149190546,98.21666666666667,98.21666666666667,0.0,0.07752767753601074,0.07752767753601074,0.07752767753601074,8.0,8.0,8.0,8.0,8.0,8.0,0.6202214202880859,0.6202214202880859,8.0,0.6202214202880859,98.21666717529297,86.85416412353516,1.5834245681762695,0.22976191341876984,0.26957568526268005,7.264285564422607,0.22976191341876984,98.21666717529297
9,0.06503063404195321,0.06210191239005265,0.0,0.0,0.07737881551682949,1.0,0.0,0.0,0.0,0.0,98.03958333333334,0.0,0.06210191239005265,0.7326925381322702,0.002928721706632738,0.06503063404195321,0.8292797996203105,0.42702726598580676,0.05966467424792548,98.19166666666666,98.19166666666666,0.0,0.07657089618841807,0.07657089618841807,0.07657089618841807,8.0,8.0,8.0,8.0,8.0,8.0,0.6125671695073446,0.6125671695073446,8.0,0.6125671695073446,98.19166564941406,86.22291564941406,1.5991920232772827,0.23452381789684296,0.2774999737739563,7.4071431159973145,0.23452381789684296,98.19166564941406
10,0.05965937450916196,0.05698972728755325,0.0,0.0,0.07551346981028716,1.0,0.0,0.0,0.0,0.0,98.25,0.0,0.05698972728755325,0.7601939867734909,0.0026696471572868175,0.05965937450916196,0.8294137279192607,0.4275281051397324,0.05714260769961402,98.25833333333334,98.25833333333334,0.0,0.07384175910552343,0.07384175910552343,0.07384175910552343,8.0,8.0,8.0,8.0,8.0,8.0,0.5907340728441874,0.5907340728441874,8.0,0.5907340728441874,98.25833129882812,86.53021240234375,1.5580259561538696,0.22380952537059784,0.26375600695610046,7.22023868560791,0.22380952537059784,98.25833129882812
11,0.05553973469689178,0.05295719240850303,0.0,0.0,0.07383802432815234,1.0,0.0,0.0,0.0,0.0,98.4,0.0,0.05295719240850303,0.7548626047571501,0.0025825424275390104,0.05553973469689178,0.8334464662869772,0.42566907676060994,0.06210766917405029,98.175,98.175,0.0,0.07553419754902521,0.07553419754902521,0.07553419754902521,8.0,8.0,8.0,8.0,8.0,8.0,0.6042735803922017,0.6042735803922017,8.0,0.6042735803922017,98.17500305175781,88.53750610351562,1.6893595457077026,0.24880953133106232,0.2854606509208679,6.754761695861816,0.24880953133106232,98.17500305175781
