From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.1899999976158142,0.3321097791194916,5721,True
2,3,0.12000000476837158,0.1523229330778122,7878,True
3,4,0.08999999612569809,0.10036801546812057,8967,True
4,5,0.07999999821186066,0.08320333063602448,9615,True
5,6,0.07000000029802322,0.07133394479751587,9813,True
6,7,0.10999999940395355,0.11164113134145737,9853,True
7,8,0.14000000059604645,0.14152850210666656,9892,True
