epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,1.849594421041377,1.849594421041377,0.0,0.0,0.04961166452675255,1.0,0.0,0.0,0.0,0.0,32.404828229322405,0.0,49.621212121212125,49.621212121212125,0.0,0.08632047067989003,0.08632047067989003,0.08632047067989003,8.0,8.0,8.0,8.0,8.0,8.0,0.6905637654391202,0.6905637654391202,8.0,0.6905637654391202
2,1.1373177380504271,1.1373177380504271,0.0,0.0,0.07258536534499768,1.0,0.0,0.0,0.0,0.0,57.28876510204379,0.0,54.54545454545455,54.54545454545455,0.0,0.08960475072716222,0.08960475072716222,0.08960475072716222,8.0,8.0,8.0,8.0,8.0,8.0,0.7168380058172977,0.7168380058172977,8.0,0.7168380058172977
3,0.9113947549348865,0.9113947549348865,0.0,0.0,0.07759053151476904,1.0,0.0,0.0,0.0,0.0,63.32404832654013,0.0,65.15151515151516,65.15151515151516,0.0,0.09687769051754114,0.09687769051754114,0.09687769051754114,8.0,8.0,8.0,8.0,8.0,8.0,0.7750215241403291,0.7750215241403291,8.0,0.7750215241403291
4,0.8141935733367474,0.8141935733367474,0.0,0.0,0.08533417569782963,1.0,0.0,0.0,0.0,0.0,66.29526465716137,0.0,59.09090909090909,59.09090909090909,0.0,0.09432969219756848,0.09432969219756848,0.09432969219756848,8.0,8.0,8.0,8.0,8.0,8.0,0.7546375375805479,0.7546375375805479,8.0,0.7546375375805479
5,0.7810801975463647,0.7810801975463647,0.0,0.0,0.08236096452094939,1.0,0.0,0.0,0.0,0.0,68.70937792925007,0.0,70.83333333333333,70.83333333333333,0.0,0.0930682538133679,0.0930682538133679,0.0930682538133679,8.0,8.0,8.0,8.0,8.0,8.0,0.7445460305069432,0.7445460305069432,8.0,0.7445460305069432
6,0.7049173566070882,0.7049173566070882,0.0,0.0,0.08465530834711583,1.0,0.0,0.0,0.0,0.0,70.28783661630713,0.0,61.74242424242424,61.74242424242424,0.0,0.0989099768075076,0.0989099768075076,0.0989099768075076,8.0,8.0,8.0,8.0,8.0,8.0,0.7912798144600608,0.7912798144600608,8.0,0.7912798144600608
7,0.6048504862391295,0.6048504862391295,0.0,0.0,0.08987962303055362,1.0,0.0,0.0,0.0,0.0,75.58031573047656,0.0,68.18181818181819,68.18181818181819,0.0,0.10681223688703595,0.10681223688703595,0.10681223688703595,8.0,8.0,8.0,8.0,8.0,8.0,0.8544978950962876,0.8544978950962876,8.0,0.8544978950962876
8,0.5675783906695792,0.5675783906695792,0.0,0.0,0.09312803078937441,1.0,0.0,0.0,0.0,0.0,76.88022287443155,0.0,63.63636363636363,63.63636363636363,0.0,0.10732974247498946,0.10732974247498946,0.10732974247498946,8.0,8.0,8.0,8.0,8.0,8.0,0.8586379397999157,0.8586379397999157,8.0,0.8586379397999157
9,0.5779340394470796,0.5779340394470796,0.0,0.0,0.09047036626987581,1.0,0.0,0.0,0.0,0.0,75.3017641929088,0.0,65.9090909090909,65.9090909090909,0.0,0.10849403702851498,0.10849403702851498,0.10849403702851498,8.0,8.0,8.0,8.0,8.0,8.0,0.8679522962281199,0.8679522962281199,8.0,0.8679522962281199
10,0.5288097516407874,0.5288097516407874,0.0,0.0,0.09434811052837744,1.0,0.0,0.0,0.0,0.0,78.36583103974218,0.0,62.121212121212125,62.121212121212125,0.0,0.10535817164363283,0.10535817164363283,0.10535817164363283,8.0,8.0,8.0,8.0,8.0,8.0,0.8428653731490626,0.8428653731490626,8.0,0.8428653731490626
