From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,5.303030490875244,10.606060981750488,132,True
2,3,4.1666669845581055,7.382550239562988,149,True
3,4,3.409090995788574,5.521472454071045,163,True
4,5,2.651515245437622,4.320987701416016,162,True
5,6,1.89393949508667,3.0674846172332764,163,True
6,7,1.1363636255264282,1.829268217086792,164,True
7,8,1.1363636255264282,1.829268217086792,164,True
