epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,1.3056789140701295,1.3056789140701295,0.0,0.0,0.1424451171875,1.0,0.0,0.0,0.0,56.22166667620341,0.0,77.79999987602234,77.79999987602234,77.79999987602234,0.23563835849761963,0.23563835849761963,0.23563835849761963,4.0,4.0,4.0,4.0,4.0,4.0,0.9425534339904785,0.9425534339904785,4.0,0.9425534339904785
2,0.5087111796538035,0.5087111796538035,0.0,0.0,0.2482875,1.0,0.0,0.0,0.0,81.41333332379659,0.0,82.13999974250794,82.13999974250794,82.13999974250794,0.25692928743362425,0.25692928743362425,0.25692928743362425,4.0,4.0,4.0,4.0,4.0,4.0,1.027717149734497,1.027717149734497,4.0,1.027717149734497
3,0.43110304142634076,0.43110304142634076,0.0,0.0,0.2647908854166667,1.0,0.0,0.0,0.0,84.57500002543132,0.0,83.69999990463256,83.69999990463256,83.69999990463256,0.27160154457092284,0.27160154457092284,0.27160154457092284,4.0,4.0,4.0,4.0,4.0,4.0,1.0864061782836913,1.0864061782836913,4.0,1.0864061782836913
4,0.39297811436653135,0.39297811436653135,0.0,0.0,0.275633203125,1.0,0.0,0.0,0.0,85.89333336194356,0.0,84.53999989509583,84.53999989509583,84.53999989509583,0.2727422290802002,0.2727422290802002,0.2727422290802002,4.0,4.0,4.0,4.0,4.0,4.0,1.0909689163208007,1.0909689163208007,4.0,1.0909689163208007
5,0.3681781358242035,0.3681781358242035,0.0,0.0,0.2740390625,1.0,0.0,0.0,0.0,86.80833334922791,0.0,85.9499997806549,85.9499997806549,85.9499997806549,0.2744467761516571,0.2744467761516571,0.2744467761516571,4.0,4.0,4.0,4.0,4.0,4.0,1.0977871046066283,1.0977871046066283,4.0,1.0977871046066283
6,0.34809394419988,0.34809394419988,0.0,0.0,0.2753795572916667,1.0,0.0,0.0,0.0,87.64666668256123,0.0,87.28999998092651,87.28999998092651,87.28999998092651,0.27709046993255615,0.27709046993255615,0.27709046993255615,4.0,4.0,4.0,4.0,4.0,4.0,1.1083618797302246,1.1083618797302246,4.0,1.1083618797302246
7,0.32893064233462016,0.32893064233462016,0.0,0.0,0.2782420572916667,1.0,0.0,0.0,0.0,88.33500001589458,0.0,87.73,87.73,87.73,0.2787672648429871,0.2787672648429871,0.2787672648429871,4.0,4.0,4.0,4.0,4.0,4.0,1.1150690593719483,1.1150690593719483,4.0,1.1150690593719483
8,0.31847055978775024,0.31847055978775024,0.0,0.0,0.27857265625,1.0,0.0,0.0,0.0,88.69333336512248,0.0,87.97999974250793,87.97999974250793,87.97999974250793,0.2788269817352295,0.2788269817352295,0.2788269817352295,4.0,4.0,4.0,4.0,4.0,4.0,1.115307926940918,1.115307926940918,4.0,1.115307926940918
9,0.30554133976300557,0.30554133976300557,0.0,0.0,0.2811173177083333,1.0,0.0,0.0,0.0,89.20166664441426,0.0,88.32999996185303,88.32999996185303,88.32999996185303,0.2815504005432129,0.2815504005432129,0.2815504005432129,4.0,4.0,4.0,4.0,4.0,4.0,1.1262016021728516,1.1262016021728516,4.0,1.1262016021728516
10,0.29991856067975364,0.29991856067975364,0.0,0.0,0.28116809895833333,1.0,0.0,0.0,0.0,89.29333335558573,0.0,88.53999974250793,88.53999974250793,88.53999974250793,0.28245915632247925,0.28245915632247925,0.28245915632247925,4.0,4.0,4.0,4.0,4.0,4.0,1.129836625289917,1.129836625289917,4.0,1.129836625289917
