Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Confidence Stability,0.5,,56.060606241226196,2.6022727489471436,0.32528409361839294,43.939393758773804,264
Confidence Stability,0.55,,59.090906381607056,2.840909004211426,0.3551136255264282,40.909093618392944,264
Confidence Stability,0.6,,58.33333134651184,3.0871212482452393,0.3858901560306549,41.66666865348816,264
Confidence Stability,0.65,,60.60606241226196,3.3863637447357178,0.4232954680919647,39.39393758773804,264
Confidence Stability,0.7,,62.12121248245239,3.678030252456665,0.45975378155708313,37.87878751754761,264
Confidence Stability,0.75,,62.87878751754761,4.0492424964904785,0.5061553120613098,37.12121248245239,264
Confidence Stability,0.8,,62.87878751754761,4.41287899017334,0.5516098737716675,37.12121248245239,264
Confidence Stability,0.85,,63.63636255264282,4.958333492279053,0.6197916865348816,36.36363744735718,264
Confidence Stability,0.9,,62.87878751754761,5.530303001403809,0.6912878751754761,37.12121248245239,264
Confidence Stability,0.92,,62.5,5.9242424964904785,0.7405303120613098,37.5,264
Confidence Stability,0.94,,62.5,6.348484992980957,0.7935606241226196,37.5,264
Confidence Stability,0.95,,62.5,6.488636493682861,0.8110795617103577,37.5,264
Confidence Stability,0.96,,62.5,6.7992424964904785,0.8499053120613098,37.5,264
Confidence Stability,0.97,,62.87878751754761,7.071969509124756,0.8839961886405945,37.12121248245239,264
Confidence Stability,0.98,,62.87878751754761,7.409090995788574,0.9261363744735718,37.12121248245239,264
Confidence Stability,0.985,,62.87878751754761,7.530303001403809,0.9412878751754761,37.12121248245239,264
Confidence Stability,0.99,,62.87878751754761,7.678030490875244,0.9597538113594055,37.12121248245239,264
Confidence Stability,0.995,,62.87878751754761,7.818181991577148,0.9772727489471436,37.12121248245239,264
Confidence Stability,0.997,,62.87878751754761,7.909090995788574,0.9886363744735718,37.12121248245239,264
Confidence Stability,0.999,,62.87878751754761,8.0,1.0,37.12121248245239,264
Confidence Stability,0.9995,,62.87878751754761,8.0,1.0,37.12121248245239,264
Confidence Stability,0.9999,,62.87878751754761,8.0,1.0,37.12121248245239,264
