Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,"[0.00, 0.50)",0.0,0.5,62,25.806450843811035,38.70967626571655,12.903225421905518,22.580644488334656
1,"[0.50, 0.60)",0.5,0.6,56,30.35714328289032,28.57142984867096,10.71428582072258,30.35714328289032
1,"[0.60, 0.70)",0.6,0.7,40,47.49999940395355,17.499999701976776,10.000000149011612,25.0
1,"[0.70, 0.80)",0.7,0.8,31,54.83871102333069,12.903225421905518,16.129031777381897,16.129031777381897
1,"[0.80, 0.90)",0.8,0.9,28,39.28571343421936,32.14285671710968,3.57142873108387,25.0
1,"[0.90, 0.95)",0.9,0.95,13,38.46153914928436,23.076923191547394,7.6923079788684845,30.769231915473938
1,"[0.95, 0.99)",0.95,0.99,21,47.61904776096344,0.0,0.0,52.3809552192688
1,"[0.99, 1.00]",0.99,1.0,13,69.2307710647583,0.0,0.0,30.769231915473938
2,"[0.00, 0.50)",0.0,0.5,34,11.764705926179886,38.235294818878174,14.705882966518402,35.29411852359772
2,"[0.50, 0.60)",0.5,0.6,41,29.26829159259796,31.707316637039185,12.195122241973877,26.829269528388977
2,"[0.60, 0.70)",0.6,0.7,41,39.024388790130615,24.390244483947754,2.4390242993831635,34.14634168148041
2,"[0.70, 0.80)",0.7,0.8,33,63.63636255264282,6.060606241226196,0.0,30.30303120613098
2,"[0.80, 0.90)",0.8,0.9,47,55.31914830207825,8.510638028383255,6.382978707551956,29.787233471870422
2,"[0.90, 0.95)",0.9,0.95,30,69.9999988079071,0.0,3.333333507180214,26.66666805744171
2,"[0.95, 0.99)",0.95,0.99,29,65.51724076271057,3.448275849223137,0.0,31.034481525421143
2,"[0.99, 1.00]",0.99,1.0,9,66.66666865348816,0.0,0.0,33.33333432674408
3,"[0.00, 0.50)",0.0,0.5,43,16.27907007932663,30.2325576543808,13.953489065170288,39.5348846912384
3,"[0.50, 0.60)",0.5,0.6,29,17.241379618644714,34.48275923728943,10.34482792019844,37.931033968925476
