Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,39.393940567970276,23.86363595724106,9.469696879386902,27.272728085517883
2,47.34848439693451,16.287878155708313,5.681818351149559,30.68181872367859
3,52.272725105285645,10.606060922145844,4.16666679084301,32.95454680919647
4,56.060606241226196,6.439393758773804,1.8939394503831863,35.606059432029724
5,58.71211886405945,3.7878789007663727,1.8939394503831863,35.606059432029724
6,59.84848737716675,3.4090910106897354,1.1363636702299118,35.606059432029724
7,60.98484992980957,1.8939394503831863,1.1363636702299118,35.98484992980957
8,62.87878751754761,0.0,0.0,37.12121248245239
