From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.545454502105713,9.302325248718262,129,True
2,3,4.1666669845581055,6.707317352294922,164,True
3,4,3.0303030014038086,4.519773960113525,177,True
4,5,1.5151515007019043,2.1978023052215576,182,True
5,6,0.3787878751754761,0.5376344323158264,186,True
6,7,1.89393949508667,2.5906736850738525,193,True
7,8,1.1363636255264282,1.5873017311096191,189,True
