epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9527153663158416,0.9527153663158416,0.0,0.0,0.054572147623697914,0.125,0.0,0.0,0.0,70.29166666984558,0.0,94.39,94.39,94.39,0.08833339347839356,0.08833339347839356,0.08833339347839356,1.0,1.0,1.0,1.0,1.0,1.0,0.08833339347839356,0.08833339347839356,1.0,0.08833339347839356
2,0.15983675245841344,0.15983675245841344,0.0,0.0,0.0918978515625,0.125,0.0,0.0,0.0,95.45833333969117,0.0,96.6,96.6,96.6,0.093902459192276,0.093902459192276,0.093902459192276,1.0,1.0,1.0,1.0,1.0,1.0,0.093902459192276,0.093902459192276,1.0,0.093902459192276
3,0.10669080396095912,0.10669080396095912,0.0,0.0,0.09594635416666666,0.125,0.0,0.0,0.0,96.94,0.0,97.27,97.27,97.27,0.09795687108039856,0.09795687108039856,0.09795687108039856,1.0,1.0,1.0,1.0,1.0,1.0,0.09795687108039856,0.09795687108039856,1.0,0.09795687108039856
4,0.08818239018122355,0.08818239018122355,0.0,0.0,0.09736077473958334,0.125,0.0,0.0,0.0,97.40666666984558,0.0,97.48,97.48,97.48,0.09706836502552033,0.09706836502552033,0.09706836502552033,1.0,1.0,1.0,1.0,1.0,1.0,0.09706836502552033,0.09706836502552033,1.0,0.09706836502552033
5,0.07580278349816799,0.07580278349816799,0.0,0.0,0.0980708984375,0.125,0.0,0.0,0.0,97.79666666666667,0.0,97.68,97.68,97.68,0.09888083646297455,0.09888083646297455,0.09888083646297455,1.0,1.0,1.0,1.0,1.0,1.0,0.09888083646297455,0.09888083646297455,1.0,0.09888083646297455
6,0.0678936044851939,0.0678936044851939,0.0,0.0,0.099037890625,0.125,0.0,0.0,0.0,97.94500000317892,0.0,97.99,97.99,97.99,0.09880843183994294,0.09880843183994294,0.09880843183994294,1.0,1.0,1.0,1.0,1.0,1.0,0.09880843183994294,0.09880843183994294,1.0,0.09880843183994294
7,0.06239299521843592,0.06239299521843592,0.0,0.0,0.09937623697916667,0.125,0.0,0.0,0.0,98.11000000317891,0.0,97.79,97.79,97.79,0.09986099519729615,0.09986099519729615,0.09986099519729615,1.0,1.0,1.0,1.0,1.0,1.0,0.09986099519729615,0.09986099519729615,1.0,0.09986099519729615
8,0.0579990164677302,0.0579990164677302,0.0,0.0,0.09957021484375,0.125,0.0,0.0,0.0,98.26833333651224,0.0,98.0,98.0,98.0,0.1013913985490799,0.1013913985490799,0.1013913985490799,1.0,1.0,1.0,1.0,1.0,1.0,0.1013913985490799,0.1013913985490799,1.0,0.1013913985490799
9,0.054358977223436036,0.054358977223436036,0.0,0.0,0.09995592447916667,0.125,0.0,0.0,0.0,98.31833333969116,0.0,98.12,98.12,98.12,0.10002094141244888,0.10002094141244888,0.10002094141244888,1.0,1.0,1.0,1.0,1.0,1.0,0.10002094141244888,0.10002094141244888,1.0,0.10002094141244888
10,0.0502655733893315,0.0502655733893315,0.0,0.0,0.10018151041666666,0.125,0.0,0.0,0.0,98.51333333333334,0.0,98.2,98.2,98.2,0.1011497395157814,0.1011497395157814,0.1011497395157814,1.0,1.0,1.0,1.0,1.0,1.0,0.1011497395157814,0.1011497395157814,1.0,0.1011497395157814
