Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,29.924243688583374,36.742424964904785,16.287878155708313,17.045454680919647
2,48.86363744735718,16.287878155708313,13.257575035095215,21.590909361839294
3,55.68181872367859,8.712121099233627,8.712121099233627,26.893940567970276
4,57.95454382896423,4.545454680919647,9.090909361839294,28.409090638160706
5,59.84848737716675,3.7878789007663727,5.681818351149559,30.68181872367859
6,60.60606241226196,3.030303120613098,2.651515230536461,33.71212184429169
7,62.87878751754761,2.2727273404598236,0.37878789007663727,34.4696968793869
8,65.15151262283325,0.0,0.0,34.84848439693451
