Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Fixed T,1.0,,46.21212184429169,1.0,0.125,53.78787815570831,264
Fixed T,2.0,,62.12121248245239,2.0,0.25,37.87878751754761,264
Fixed T,3.0,,64.39393758773804,3.0,0.375,35.60606241226196,264
Fixed T,4.0,,67.04545617103577,4.0,0.5,32.95454382896423,264
Fixed T,5.0,,65.53030014038086,5.0,0.625,34.46969985961914,264
Fixed T,6.0,,63.257575035095215,6.0,0.75,36.742424964904785,264
Fixed T,7.0,,63.257575035095215,7.0,0.875,36.742424964904785,264
Fixed T,8.0,,65.15151262283325,8.0,1.0,34.84848737716675,264
