Confidence Bin,Lower Bound,Upper Bound,Number of Prefix Predictions,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
"[0.00, 0.50)",0.0,0.5,272,17.27941185235977,23.161764442920685,12.867647409439087,46.69117629528046
"[0.50, 0.60)",0.5,0.6,271,29.889297485351562,18.819187581539154,17.712177336215973,33.57933461666107
"[0.60, 0.70)",0.6,0.7,295,42.71186292171478,12.203390151262283,6.101695075631142,38.98304998874664
"[0.70, 0.80)",0.7,0.8,316,54.113924503326416,8.227848261594772,5.69620244204998,31.96202516555786
"[0.80, 0.90)",0.8,0.9,349,61.0315203666687,5.157593265175819,5.157593265175819,28.65329384803772
"[0.90, 0.95)",0.9,0.95,244,77.04917788505554,1.6393441706895828,2.8688523918390274,18.44262331724167
"[0.95, 0.99)",0.95,0.99,275,91.63636565208435,0.3636363660916686,1.4545454643666744,6.545454263687134
"[0.99, 1.00]",0.99,1.0,90,95.55555582046509,0.0,0.0,4.444444552063942
