Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Earliest Correct Oracle,,,82.95454382896423,2.89393949508667,0.36174243688583374,17.045456171035767,264
Earliest Stable Correct Oracle,,,65.15151262283325,4.242424011230469,0.5303030014038086,34.84848737716675,264
Cost-Aware Oracle,,0.0,82.95454382896423,1.700757622718811,0.21259470283985138,17.045456171035767,264
Cost-Aware Oracle,,0.5,82.95454382896423,1.700757622718811,0.21259470283985138,17.045456171035767,264
Cost-Aware Oracle,,1.0,82.95454382896423,1.700757622718811,0.21259470283985138,17.045456171035767,264
Cost-Aware Oracle,,1.1,82.95454382896423,1.700757622718811,0.21259470283985138,17.045456171035767,264
Cost-Aware Oracle,,1.15,82.57575631141663,1.674242377281189,0.20928029716014862,17.424243688583374,264
Cost-Aware Oracle,,1.25,82.57575631141663,1.674242377281189,0.20928029716014862,17.424243688583374,264
Cost-Aware Oracle,,1.35,81.0606062412262,1.5833333730697632,0.1979166716337204,18.939393758773804,264
Cost-Aware Oracle,,1.5,81.0606062412262,1.5833333730697632,0.1979166716337204,18.939393758773804,264
Cost-Aware Oracle,,1.6,80.30303120613098,1.545454502105713,0.1931818127632141,19.69696879386902,264
Cost-Aware Oracle,,1.75,80.30303120613098,1.545454502105713,0.1931818127632141,19.69696879386902,264
Cost-Aware Oracle,,2.0,78.78788113594055,1.4848484992980957,0.18560606241226196,21.21211886405945,264
Cost-Aware Oracle,,2.25,78.78788113594055,1.4848484992980957,0.18560606241226196,21.21211886405945,264
Cost-Aware Oracle,,2.5,78.78788113594055,1.4848484992980957,0.18560606241226196,21.21211886405945,264
Cost-Aware Oracle,,2.75,75.0,1.371212124824524,0.1714015156030655,25.0,264
Cost-Aware Oracle,,3.0,75.0,1.371212124824524,0.1714015156030655,25.0,264
Cost-Aware Oracle,,3.5,75.0,1.371212124824524,0.1714015156030655,25.0,264
Cost-Aware Oracle,,4.0,66.66666865348816,1.204545497894287,0.1505681872367859,33.33333134651184,264
Cost-Aware Oracle,,5.0,66.66666865348816,1.204545497894287,0.1505681872367859,33.33333134651184,264
Cost-Aware Oracle,,6.0,66.66666865348816,1.204545497894287,0.1505681872367859,33.33333134651184,264
Cost-Aware Oracle,,7.0,66.66666865348816,1.204545497894287,0.1505681872367859,33.33333134651184,264
Cost-Aware Oracle,,8.0,46.21212184429169,1.0,0.125,53.78787815570831,264
Cost-Aware Oracle,,16.0,46.21212184429169,1.0,0.125,53.78787815570831,264
