comparator_large_drop_fraction_0.05,comparator_large_drop_fraction_0.10,comparator_mean_delta_p_y,comparator_mean_drop_magnitude,comparator_median_delta_p_y,comparator_probability_drop_fraction,comparison,from_t,mean_drop_magnitude_difference,probability_drop_fraction_difference,seed,selective_large_drop_fraction_0.05,selective_large_drop_fraction_0.10,selective_mean_delta_p_y,selective_mean_drop_magnitude,selective_median_delta_p_y,selective_probability_drop_fraction,subset,support_count,to_t
0.0041841003112494946,0.0022451269906014204,0.00305869965814054,0.0009976039873436093,-1.1920928955078125e-07,0.5191345810890198,final_ce,6,0.00018149928655475378,-0.004592299461364746,5,0.006021022330969572,0.003265639301389456,0.0020351095590740442,0.0011791032738983631,-1.1920928955078125e-07,0.514542281627655,common_correct,9799,7
0.003387742443010211,0.0015398829709738493,0.0025071154814213514,0.000854496902320534,-1.1920928955078125e-07,0.5203777551651001,final_ce,6,0.00017682620091363788,-0.005030274391174316,5,0.00503028417006135,0.002669130451977253,0.0016192033654078841,0.0010313231032341719,-1.1920928955078125e-07,0.5153474807739258,eligible_common_correct,9741,7
0.007612667512148619,0.004060089122503996,0.00028872396796941757,0.0015729659935459495,-3.4570693969726562e-06,0.6286033391952515,final_ce,7,0.00011168187484145164,-0.028217613697052002,5,0.009135200642049313,0.004567600321024656,-0.00011397466732887551,0.001684647868387401,-1.6689300537109375e-06,0.6003857254981995,common_correct,9852,8
0.006927465554326773,0.003565607126802206,0.00010578737419564277,0.001461312873288989,-3.4570693969726562e-06,0.6293805837631226,final_ce,7,0.00011542695574462414,-0.02832108736038208,5,0.008353708311915398,0.004176854155957699,-0.00020646475604735315,0.0015767398290336132,-1.7881393432617188e-06,0.6010594964027405,eligible_common_correct,9816,8
0.004478681366890669,0.0017914725467562675,0.0010803224286064506,0.0007573767215944827,0.0,0.3817628026008606,symmetric_kl,1,0.0004931919393129647,-0.30419203639030457,3,0.005732712335884571,0.003582945093512535,0.03809196129441261,0.0012505686609074473,6.783008575439453e-05,0.07757076621055603,common_correct,5582,2
0.00443540932610631,0.0018480871804058552,0.0007949748542159796,0.0007594964699819684,0.0,0.3821844458580017,symmetric_kl,1,0.0004712889203801751,-0.3027166947722435,3,0.005359453149139881,0.0035113657359033823,0.025683263316750526,0.0012307853903621435,4.506111145019531e-05,0.07946775108575821,eligible_common_correct,5411,2
0.0056885830126702785,0.002513560000807047,-0.0003425843024160713,0.0012027613120153546,-4.76837158203125e-07,0.624156653881073,symmetric_kl,2,8.497887756675482e-05,-0.41341449320316315,3,0.006879216991364956,0.0037041937466710806,0.024458233267068863,0.0012877401895821095,5.125999450683594e-06,0.21074216067790985,common_correct,7559,3
0.005149051547050476,0.002303523011505604,-0.0004902107757516205,0.0011245588539168239,-4.76837158203125e-07,0.6212736964225769,symmetric_kl,2,0.00012020859867334366,-0.40609754621982574,3,0.006775067653506994,0.0035230352077633142,0.01604023203253746,0.0012447674525901675,3.337860107421875e-06,0.21517615020275116,eligible_common_correct,7380,3
0.005066572222858667,0.0030635090079158545,-0.00025348717463202775,0.00103022251278162,-7.152557373046875e-07,0.6352067589759827,symmetric_kl,3,-0.00047287699999287724,-0.4414987415075302,3,0.0035348180681467056,0.0018852362409234047,0.02370545268058777,0.0005573455127887428,6.794929504394531e-06,0.19370801746845245,common_correct,8487,4
0.004438579548150301,0.0025191938038915396,-0.00033487469772808254,0.0009103612974286079,-7.152557373046875e-07,0.6343570351600647,symmetric_kl,3,-0.00041402026545256376,-0.4383397549390793,3,0.0031190018635243177,0.0015595009317621589,0.01735452562570572,0.0004963410319760442,5.7220458984375e-06,0.1960172802209854,eligible_common_correct,8336,4
