Timestep,Mean Accuracy,Std Accuracy
1,73.24000295003255,3.9737778376173685
2,84.32666778564453,0.8821712382319642
3,86.22333526611328,1.7872403225027882
4,91.97666422526042,0.8565821889754974
5,95.3866704305013,0.22368010213721576
6,96.03333536783855,0.32346776732092164
7,96.81333414713542,0.11060480484902707
8,96.9933344523112,0.14433316246442007
