Timestep,Shared Mean,Shared Std,Specialist Mean,Specialist Std,Regret Mean,Regret Std
1,73.24000295003255,3.9737778376173685,98.15333333333334,0.06027713773341216,24.913330383300778,4.033973698836135
2,84.32666778564453,0.8821712382319642,97.98666666666666,0.19553345834750496,13.659998881022139,0.737491620561226
4,91.97666422526042,0.8565821889754974,97.64666666666668,0.0577350269189675,5.670002441406254,0.883402264287813
6,96.03333536783855,0.32346776732092164,97.40333333333334,0.09073771725877776,1.3699979654947896,0.4132766274688062
8,96.9933344523112,0.14433316246442007,96.9933344523112,0.14433316246442007,0.0,0.0
