epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,train_final_ce,train_prefix_ce,train_temporal_loss,train_total_loss,train_selected_transition_fraction,train_violating_transition_fraction,val_loss,val_acc,val_soft_acc,val_hard_acc,val_raw_spike_rate,val_gated_spike_rate,val_prefix_spike_rate,val_effective_timestep,val_hard_effective_timestep,val_layer1_effective_timestep,val_layer2_effective_timestep,val_layer1_hard_timestep,val_layer2_hard_timestep,val_energy_proxy,val_prefix_energy_proxy,val_executed_timestep,val_loop_energy_proxy,val_final_accuracy,val_mean_prefix_accuracy,val_ever_regressed_fraction,val_mean_population_regression,val_mean_conditional_regression,val_beneficial_transition_fraction,val_destructive_transition_fraction,val_stable_correct_fraction
1,2.1482813504898353,2.1482813504898353,0.0,0.0,0.02719392356075986,1.0,0.0,0.0,0.0,0.0,21.345707774162292,0.0,2.1482813504898353,0.0,0.0,2.1482813504898353,0.0,0.0,1.4141867826151293,51.162790753120596,51.162790753120596,0.0,0.05566382193288138,0.05566382193288138,0.05566382193288138,8.0,8.0,8.0,8.0,8.0,8.0,0.44531057546305103,0.44531057546305103,8.0,0.44531057546305103,51.16279220581055,49.24418640136719,32.85714340209961,3.388704299926758,6.91994571685791,3.388704299926758,3.388704299926758,51.16279220581055
2,1.312872172784916,1.312872172784916,0.0,0.0,0.06573132295896171,1.0,0.0,0.0,0.0,0.0,51.50812070496951,0.0,1.312872172784916,0.0,0.0,1.312872172784916,0.0,0.0,1.0840837794680929,57.20930249191994,57.20930249191994,0.0,0.06694930684427883,0.06694930684427883,0.06694930684427883,8.0,8.0,8.0,8.0,8.0,8.0,0.5355944547542306,0.5355944547542306,8.0,0.5355944547542306,57.20930099487305,54.36046600341797,16.78832244873047,1.7275747060775757,3.2019705772399902,2.9235880374908447,1.7275747060775757,57.20930099487305
3,1.069478543479592,1.069478543479592,0.0,0.0,0.06816692308040893,1.0,0.0,0.0,0.0,0.0,59.62877049523551,0.0,1.069478543479592,0.0,0.0,1.069478543479592,0.0,0.0,0.9418572436931522,63.720930371173594,63.720930371173594,0.0,0.06346464267996854,0.06346464267996854,0.06346464267996854,8.0,8.0,8.0,8.0,8.0,8.0,0.5077171414397483,0.5077171414397483,8.0,0.5077171414397483,63.72092819213867,62.15116500854492,20.49689483642578,2.392026662826538,3.862661123275757,3.7209300994873047,2.392026662826538,63.72092819213867
4,0.9161510399765316,0.9161510399765316,0.0,0.0,0.07057958191342807,1.0,0.0,0.0,0.0,0.0,62.99303949847299,0.0,0.9161510399765316,0.0,0.0,0.9161510399765316,0.0,0.0,0.8471230681552443,67.90697699369386,67.90697699369386,0.0,0.07341844217721806,0.07341844217721806,0.07341844217721806,8.0,8.0,8.0,8.0,8.0,8.0,0.5873475374177445,0.5873475374177445,8.0,0.5873475374177445,67.90697479248047,63.77906799316406,20.710058212280273,2.5249171257019043,3.9957940578460693,4.252491474151611,2.5249171257019043,67.90697479248047
5,0.8115410525394979,0.8115410525394979,0.0,0.0,0.07433062418430975,1.0,0.0,0.0,0.0,0.0,67.05336432445907,0.0,0.8115410525394979,0.0,0.0,0.8115410525394979,0.0,0.0,1.003924045174621,65.11627909749053,65.11627909749053,0.0,0.07673375176828962,0.07673375176828962,0.07673375176828962,8.0,8.0,8.0,8.0,8.0,8.0,0.6138700141463169,0.6138700141463169,8.0,0.6138700141463169,65.11627960205078,58.83721160888672,7.482992649078369,0.7308970093727112,1.2614678144454956,3.7209300994873047,0.7308970093727112,65.11627960205078
6,0.751029790692429,0.751029790692429,0.0,0.0,0.07763006294409802,1.0,0.0,0.0,0.0,0.0,70.41763347981977,0.0,0.751029790692429,0.0,0.0,0.751029790692429,0.0,0.0,0.7034121194551157,71.16279083628987,71.16279083628987,0.0,0.07739523978427398,0.07739523978427398,0.07739523978427398,8.0,8.0,8.0,8.0,8.0,8.0,0.6191619182741919,0.6191619182741919,8.0,0.6191619182741919,71.16278839111328,66.0465087890625,13.529412269592285,1.5946844816207886,2.4415054321289062,4.784053325653076,1.5946844816207886,71.16278839111328
7,0.6816278210648804,0.6816278210648804,0.0,0.0,0.07756038940146462,1.0,0.0,0.0,0.0,0.0,74.1299305327254,0.0,0.6816278210648804,0.0,0.0,0.6816278210648804,0.0,0.0,0.7021216916483503,69.76744199908057,69.76744199908057,0.0,0.07780602227809817,0.07780602227809817,0.07780602227809817,8.0,8.0,8.0,8.0,8.0,8.0,0.6224481782247854,0.6224481782247854,8.0,0.6224481782247854,69.76744079589844,63.25581741333008,15.428571701049805,1.8604650497436523,2.985074520111084,5.514950275421143,1.8604650497436523,69.76744079589844
8,0.6598002163827281,0.6598002163827281,0.0,0.0,0.08120054877827726,1.0,0.0,0.0,0.0,0.0,71.57772646702635,0.0,0.6598002163827281,0.0,0.0,0.6598002163827281,0.0,0.0,0.6786678585895273,72.55813978439154,72.55813978439154,0.0,0.07792958121660144,0.07792958121660144,0.07792958121660144,8.0,8.0,8.0,8.0,8.0,8.0,0.6234366497328115,0.6234366497328115,8.0,0.6234366497328115,72.55814361572266,65.05814361572266,15.0837984085083,1.7940199375152588,2.8037381172180176,5.714285850524902,1.7940199375152588,72.55814361572266
9,0.6726983568507945,0.6726983568507945,0.0,0.0,0.07856640738290313,1.0,0.0,0.0,0.0,0.0,72.6218099937085,0.0,0.6726983568507945,0.0,0.0,0.6726983568507945,0.0,0.0,0.6175832199495892,74.88372084706329,74.88372084706329,0.0,0.07873740861582201,0.07873740861582201,0.07873740861582201,8.0,8.0,8.0,8.0,8.0,8.0,0.6298992689265761,0.6298992689265761,8.0,0.6298992689265761,74.88372039794922,69.47673797607422,13.407821655273438,1.7275747060775757,2.5145065784454346,5.64784049987793,1.7275747060775757,74.88372039794922
10,0.5986211458934155,0.5986211458934155,0.0,0.0,0.08282329090233469,1.0,0.0,0.0,0.0,0.0,75.87006966088597,0.0,0.5986211458934155,0.0,0.0,0.5986211458934155,0.0,0.0,0.6183351397514343,71.62790700446727,71.62790700446727,0.0,0.07925973278145458,0.07925973278145458,0.07925973278145458,8.0,8.0,8.0,8.0,8.0,8.0,0.6340778622516366,0.6340778622516366,8.0,0.6340778622516366,71.6279067993164,67.73255920410156,17.58241844177246,2.1262457370758057,3.1651828289031982,5.44850492477417,2.1262457370758057,71.6279067993164
