From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,6.060606002807617,11.764705657958984,136,True
2,3,3.78787899017334,6.289308547973633,159,True
3,4,2.2727272510528564,3.4285712242126465,175,True
4,5,0.7575757503509521,1.1299434900283813,177,True
5,6,0.7575757503509521,1.0810811519622803,185,True
6,7,1.89393949508667,2.6455025672912598,189,True
7,8,1.1363636255264282,1.5957447290420532,188,True
