epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9527221256494522,0.9527221256494522,0.0,0.0,0.05457514241536458,0.125,0.0,0.0,0.0,0.0,70.29500000317891,0.0,94.44,94.44,0.0,0.08842676495313645,0.08842676495313645,0.08842676495313645,1.0,1.0,1.0,1.0,1.0,1.0,0.08842676495313645,0.08842676495313645,1.0,0.08842676495313645
2,0.16021517200867336,0.16021517200867336,0.0,0.0,0.09176588541666666,0.125,0.0,0.0,0.0,0.0,95.45833333651225,0.0,96.65,96.65,0.0,0.0937587555527687,0.0937587555527687,0.0937587555527687,1.0,1.0,1.0,1.0,1.0,1.0,0.0937587555527687,0.0937587555527687,1.0,0.0937587555527687
3,0.10703475759824117,0.10703475759824117,0.0,0.0,0.09561429036458333,0.125,0.0,0.0,0.0,0.0,96.94333333333333,0.0,97.19,97.19,0.0,0.0976601505637169,0.0976601505637169,0.0976601505637169,1.0,1.0,1.0,1.0,1.0,1.0,0.0976601505637169,0.0976601505637169,1.0,0.0976601505637169
4,0.08816784094373385,0.08816784094373385,0.0,0.0,0.09701871744791667,0.125,0.0,0.0,0.0,0.0,97.4266666730245,0.0,97.4,97.4,0.0,0.09643416303396225,0.09643416303396225,0.09643416303396225,1.0,1.0,1.0,1.0,1.0,1.0,0.09643416303396225,0.09643416303396225,1.0,0.09643416303396225
5,0.07585554122030735,0.07585554122030735,0.0,0.0,0.09789768880208333,0.125,0.0,0.0,0.0,0.0,97.79166666666667,0.0,97.75,97.75,0.0,0.09818305815458298,0.09818305815458298,0.09818305815458298,1.0,1.0,1.0,1.0,1.0,1.0,0.09818305815458298,0.09818305815458298,1.0,0.09818305815458298
6,0.06803273504575094,0.06803273504575094,0.0,0.0,0.09895071614583334,0.125,0.0,0.0,0.0,0.0,97.95166666984558,0.0,98.03,98.03,0.0,0.0989709932923317,0.0989709932923317,0.0989709932923317,1.0,1.0,1.0,1.0,1.0,1.0,0.0989709932923317,0.0989709932923317,1.0,0.0989709932923317
7,0.06207674708565076,0.06207674708565076,0.0,0.0,0.09914319661458333,0.125,0.0,0.0,0.0,0.0,98.13500000317892,0.0,97.78,97.78,0.0,0.09991700011491776,0.09991700011491776,0.09991700011491776,1.0,1.0,1.0,1.0,1.0,1.0,0.09991700011491776,0.09991700011491776,1.0,0.09991700011491776
8,0.058414049921433134,0.058414049921433134,0.0,0.0,0.09951282552083333,0.125,0.0,0.0,0.0,0.0,98.24000000635783,0.0,98.03,98.03,0.0,0.10082014791965485,0.10082014791965485,0.10082014791965485,1.0,1.0,1.0,1.0,1.0,1.0,0.10082014791965485,0.10082014791965485,1.0,0.10082014791965485
9,0.05413160280585289,0.05413160280585289,0.0,0.0,0.099828515625,0.125,0.0,0.0,0.0,0.0,98.34333333333333,0.0,98.21,98.21,0.0,0.09971515138149262,0.09971515138149262,0.09971515138149262,1.0,1.0,1.0,1.0,1.0,1.0,0.09971515138149262,0.09971515138149262,1.0,0.09971515138149262
10,0.05045336149086555,0.05045336149086555,0.0,0.0,0.09985716145833333,0.125,0.0,0.0,0.0,0.0,98.46166666666667,0.0,98.21,98.21,0.0,0.10047004172801971,0.10047004172801971,0.10047004172801971,1.0,1.0,1.0,1.0,1.0,1.0,0.10047004172801971,0.10047004172801971,1.0,0.10047004172801971
