Model,Accuracy,Raw Spike Rate,Gated Spike Rate,Prefix Spike Rate,Effective Timestep,Hard Effective Timestep,Energy Proxy,Prefix Energy Proxy,Selected Neurons
fixed_lif,88.98000035285949,0.29359485297203064,0.29359485297203064,0.29359485297203064,8.0,8.0,2.348758823776245,2.348758823776245,fixed_lif; fixed_lif
gate_only,89.15000031471253,0.2525829342365265,0.2387903690814972,0.2606400089740753,7.574148178100586,8.0,1.8086336389265885,2.0851200717926024,fast_sensitive; fast_sensitive
neuron_only,87.97000032424927,0.33033194575309754,0.33033194575309754,0.33033194575309754,8.0,8.0,2.6426555660247804,2.6426555660247804,memory_balanced; memory_balanced
spikegate,87.89000046730041,0.33266718130111694,0.31634747591018675,0.3369140001296997,7.631649017333984,8.0,2.414252903666063,2.6953120010375975,memory_balanced; memory_balanced
