epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9586302245934805,0.9586302245934805,0.0,0.0,0.11305763346354167,1.0,0.0,0.0,0.0,69.17000000635782,0.0,88.05,88.05,88.05,0.15359597895145416,0.15359597895145416,0.15359597895145416,8.0,8.0,8.0,8.0,8.0,8.0,1.2287678316116333,1.2287678316116333,8.0,1.2287678316116333
2,0.32841281968752545,0.32841281968752545,0.0,0.0,0.15460279947916666,1.0,0.0,0.0,0.0,90.61500000635783,0.0,92.79,92.79,92.79,0.1570587546348572,0.1570587546348572,0.1570587546348572,8.0,8.0,8.0,8.0,8.0,8.0,1.2564700370788575,1.2564700370788575,8.0,1.2564700370788575
3,0.21696299686431886,0.21696299686431886,0.0,0.0,0.155644140625,1.0,0.0,0.0,0.0,93.715,0.0,94.99,94.99,94.99,0.15758246970176698,0.15758246970176698,0.15758246970176698,8.0,8.0,8.0,8.0,8.0,8.0,1.2606597576141358,1.2606597576141358,8.0,1.2606597576141358
4,0.1678281660079956,0.1678281660079956,0.0,0.0,0.1555365234375,1.0,0.0,0.0,0.0,95.04833333333333,0.0,95.73,95.73,95.73,0.15578093845844268,0.15578093845844268,0.15578093845844268,8.0,8.0,8.0,8.0,8.0,8.0,1.2462475076675414,1.2462475076675414,8.0,1.2462475076675414
5,0.14159566546678543,0.14159566546678543,0.0,0.0,0.155651171875,1.0,0.0,0.0,0.0,95.82666666666667,0.0,96.13,96.13,96.13,0.15665280466079712,0.15665280466079712,0.15665280466079712,8.0,8.0,8.0,8.0,8.0,8.0,1.253222437286377,1.253222437286377,8.0,1.253222437286377
6,0.12913697941303254,0.12913697941303254,0.0,0.0,0.1546431640625,1.0,0.0,0.0,0.0,96.17666666984559,0.0,95.99,95.99,95.99,0.15649054002761842,0.15649054002761842,0.15649054002761842,8.0,8.0,8.0,8.0,8.0,8.0,1.2519243202209474,1.2519243202209474,8.0,1.2519243202209474
7,0.11677774626413981,0.11677774626413981,0.0,0.0,0.154996484375,1.0,0.0,0.0,0.0,96.49333333651225,0.0,96.32,96.32,96.32,0.15723342924118042,0.15723342924118042,0.15723342924118042,8.0,8.0,8.0,8.0,8.0,8.0,1.2578674339294433,1.2578674339294433,8.0,1.2578674339294433
8,0.1085684500892957,0.1085684500892957,0.0,0.0,0.15490026041666666,1.0,0.0,0.0,0.0,96.72333333333333,0.0,96.68,96.68,96.68,0.1553858161687851,0.1553858161687851,0.1553858161687851,8.0,8.0,8.0,8.0,8.0,8.0,1.2430865293502809,1.2430865293502809,8.0,1.2430865293502809
9,0.10224267998139064,0.10224267998139064,0.0,0.0,0.15405807291666668,1.0,0.0,0.0,0.0,96.915,0.0,96.96,96.96,96.96,0.15501296257972716,0.15501296257972716,0.15501296257972716,8.0,8.0,8.0,8.0,8.0,8.0,1.2401037006378173,1.2401037006378173,8.0,1.2401037006378173
10,0.09666307718157768,0.09666307718157768,0.0,0.0,0.1531642578125,1.0,0.0,0.0,0.0,97.10833333969116,0.0,97.16,97.16,97.16,0.15352004895210267,0.15352004895210267,0.15352004895210267,8.0,8.0,8.0,8.0,8.0,8.0,1.2281603916168213,1.2281603916168213,8.0,1.2281603916168213
