Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Margin,0.0,,50.0,1.0,0.125,50.0,264
Margin,0.04999999701976776,,50.757575035095215,1.0568181276321411,0.13210226595401764,49.242424964904785,264
Margin,0.09999999403953552,,52.272725105285645,1.128787875175476,0.1410984843969345,47.727274894714355,264
Margin,0.14999999105930328,,52.272725105285645,1.196969747543335,0.14962121844291687,47.727274894714355,264
Margin,0.19999998807907104,,53.03030014038086,1.3181818723678589,0.16477273404598236,46.96969985961914,264
Margin,0.2499999850988388,,53.03030014038086,1.420454502105713,0.1775568127632141,46.96969985961914,264
Margin,0.29999998211860657,,53.409093618392944,1.5151515007019043,0.18939393758773804,46.590906381607056,264
Margin,0.34999996423721313,,55.68181872367859,1.7196969985961914,0.21496212482452393,44.31818127632141,264
Margin,0.3999999761581421,,56.060606241226196,1.9696969985961914,0.24621212482452393,43.939393758773804,264
Margin,0.44999998807907104,,56.439393758773804,2.23106050491333,0.27888256311416626,43.560606241226196,264
Margin,0.5,,57.19696879386902,2.526515245437622,0.31581440567970276,42.80303120613098,264
Margin,0.550000011920929,,57.575756311416626,2.848484754562378,0.35606059432029724,42.424243688583374,264
Margin,0.6000000238418579,,59.46969985961914,3.284090995788574,0.4105113744735718,40.53030014038086,264
Margin,0.6499999761581421,,62.12121248245239,3.651515245437622,0.45643940567970276,37.87878751754761,264
Margin,0.699999988079071,,61.36363744735718,3.9583332538604736,0.4947916567325592,38.63636255264282,264
Margin,0.75,,62.12121248245239,4.416666507720947,0.5520833134651184,37.87878751754761,264
Margin,0.7999999523162842,,61.36363744735718,4.9772725105285645,0.6221590638160706,38.63636255264282,264
Margin,0.8499999642372131,,60.98484992980957,5.310606002807617,0.6638257503509521,39.01515007019043,264
Margin,0.8999999761581421,,61.742424964904785,5.840909004211426,0.7301136255264282,38.257575035095215,264
