Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Entropy,0.0,,62.12121248245239,8.0,1.0,37.87878751754761,264
Entropy,0.12620501220226288,,62.12121248245239,6.935606002807617,0.8669507503509521,37.87878751754761,264
Entropy,0.25241002440452576,,61.742424964904785,6.026515007019043,0.7533143758773804,38.257575035095215,264
Entropy,0.37861502170562744,,60.98484992980957,5.416666507720947,0.6770833134651184,39.01515007019043,264
Entropy,0.5048200488090515,,62.5,4.484848499298096,0.560606062412262,37.5,264
Entropy,0.6310250759124756,,60.60606241226196,3.5378787517547607,0.4422348439693451,39.39393758773804,264
Entropy,0.7572300434112549,,59.090906381607056,2.89393949508667,0.36174243688583374,40.909093618392944,264
Entropy,0.883435070514679,,56.060606241226196,2.375,0.296875,43.939393758773804,264
Entropy,1.009640097618103,,55.68181872367859,2.0946969985961914,0.2618371248245239,44.31818127632141,264
Entropy,1.1358450651168823,,52.65151262283325,1.6628787517547607,0.2078598439693451,47.34848737716675,264
Entropy,1.2620502710342407,,51.89393758773804,1.4431818723678589,0.18039773404598236,48.10606241226196,264
Entropy,1.38825523853302,,50.0,1.2310606241226196,0.15388257801532745,50.0,264
Entropy,1.5144602060317993,,50.37878751754761,1.1325757503509521,0.14157196879386902,49.62121248245239,264
Entropy,1.6406652927398682,,50.0,1.0871212482452393,0.1358901560306549,50.0,264
Entropy,1.7668702602386475,,50.0,1.049242377281189,0.13115529716014862,50.0,264
Entropy,1.8930752277374268,,50.0,1.0303030014038086,0.12878787517547607,50.0,264
Entropy,2.019280195236206,,50.0,1.003787875175476,0.1254734843969345,50.0,264
Entropy,2.1454854011535645,,50.0,1.0,0.125,50.0,264
Entropy,2.2716903686523438,,50.0,1.0,0.125,50.0,264
Entropy,2.397895336151123,,50.0,1.0,0.125,50.0,264
