Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,37.5,26.136362552642822,12.5,23.86363595724106
2,47.34848439693451,16.66666716337204,9.090909361839294,26.893940567970276
3,54.54545617103577,8.712121099233627,7.196969538927078,29.545453190803528
4,56.439393758773804,6.060606241226196,4.9242425709962845,32.575756311416626
5,58.33333134651184,3.4090910106897354,3.4090910106897354,34.84848439693451
6,59.84848737716675,1.515151560306549,2.2727273404598236,36.36363744735718
7,60.98484992980957,1.1363636702299118,1.1363636702299118,36.742424964904785
8,62.12121248245239,0.0,0.0,37.87878751754761
