Confidence Bin,Lower Bound,Upper Bound,Number of Prefix Predictions,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
"[0.00, 0.50)",0.0,0.5,263,22.053231298923492,17.110265791416168,10.266159474849701,50.57034492492676
"[0.50, 0.60)",0.5,0.6,263,28.89733910560608,19.01140660047531,12.167300283908844,39.923954010009766
"[0.60, 0.70)",0.6,0.7,257,40.0778204202652,10.505836457014084,7.782100886106491,41.63424074649811
"[0.70, 0.80)",0.7,0.8,291,50.17182230949402,9.621993452310562,4.810996726155281,35.39519011974335
"[0.80, 0.90)",0.8,0.9,346,63.294798135757446,3.4682080149650574,3.757225349545479,29.479768872261047
"[0.90, 0.95)",0.9,0.95,237,73.83966445922852,1.6877636313438416,0.0,24.472573399543762
"[0.95, 0.99)",0.95,0.99,355,83.38028192520142,0.5633802618831396,0.2816901309415698,15.774647891521454
"[0.99, 1.00]",0.99,1.0,100,81.00000023841858,0.0,0.0,18.99999976158142
