epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,3.1774836888220315,2.1133920468991847,2.093026890728135,0.027772568332285603,0.01822290447096971,0.711872196905903,0.7244783903341551,0.025521609665844987,0.0,5.7958271226732405,22.74837512436462,21.44846798040962,46.96969696969697,48.86363636363637,46.96969696969697,0.05970691731481841,0.04322918165813793,0.07501526854254982,5.7094855308532715,8.0,5.7094855308532715,5.7094855308532715,8.0,8.0,0.24681638718776613,0.6001221483403986,8.0,0.6001221483403986
2,1.854456770718928,1.2159157245382737,1.208744474440232,0.04020494110570977,0.042295918159166085,0.7151224418381573,0.7275989881354343,0.02240101186456565,0.0,5.820791905083475,55.803156950568976,54.41039930147049,55.303030303030305,56.81818181818182,55.303030303030305,0.07294592441934528,0.052725830538706345,0.08521385716669487,5.733064651489258,8.0,5.733064651489258,5.733064651489258,8.0,8.0,0.3022805952818702,0.681710857333559,8.0,0.681710857333559
3,1.537957511904512,0.9978935700826548,0.9828328723805639,0.03192847674866462,0.04736801331643164,0.7177876634739457,0.7301617215492157,0.019838278450784355,0.0,5.841293772393725,60.909935037848456,61.002785559594905,60.22727272727273,55.303030303030305,60.22727272727273,0.07462046092206781,0.054235081216602615,0.08640560688394489,5.751081943511963,8.0,5.751081943511963,5.751081943511963,8.0,8.0,0.3119103962897081,0.6912448550715591,8.0,0.6912448550715591
4,1.3684787860930574,0.8769528984802125,0.8547716643816914,0.03399267310869838,0.04871982585088788,0.7197996168747586,0.7321162460131455,0.017883753986854517,0.0,5.856929968105164,64.2525534277839,64.34540393292738,61.36363636363637,65.15151515151516,61.36363636363637,0.0814657120993643,0.059062461058298744,0.09361047997619167,5.76719331741333,8.0,5.76719331741333,5.76719331741333,8.0,8.0,0.34062463072540555,0.7488838398095333,8.0,0.7488838398095333
5,1.1968775170759238,0.7488085069142787,0.7380744532068902,0.02821798390512568,0.052635880012476786,0.7215634069734961,0.7337936907314878,0.01620630926851221,0.0,5.8703495258519025,69.63788305816544,69.1736305047764,66.28787878787878,63.63636363636363,66.28787878787878,0.08401051073363333,0.060977338164141685,0.09586542483532068,5.776482582092285,8.0,5.776482582092285,5.776482582092285,8.0,8.0,0.35223453180751557,0.7669233986825654,8.0,0.7669233986825654
6,1.126393392225494,0.7032534392099195,0.6885152191283421,0.02587607660492538,0.05328717670068767,0.7226062221668779,0.734818870366007,0.015181129633992938,0.0,5.878550962928056,71.95914582511065,72.05199633025414,70.45454545454545,70.45454545454545,70.45454545454545,0.08576043717788928,0.0622504809589097,0.09729724490281308,5.783967018127441,8.0,5.783967018127441,5.783967018127441,8.0,8.0,0.360054728728904,0.7783779592225046,8.0,0.7783779592225046
7,1.0771652373762848,0.6689844478471697,0.6588785921188007,0.0246189681271795,0.053020169143889274,0.7225703103960722,0.7347110850786653,0.015288914921334638,0.0,5.877688680629323,72.6090993721837,72.88765089868282,63.25757575757576,65.9090909090909,63.25757575757576,0.08416848471670439,0.06100562034231244,0.09555547707008594,5.777859687805176,8.0,5.777859687805176,5.777859687805176,8.0,8.0,0.3524819145053944,0.7644438165606875,8.0,0.7644438165606875
8,1.063142919053385,0.6545304839214796,0.6597960663815837,0.023864449398763334,0.054544121220694054,0.7220162636943736,0.734061672716309,0.01593832728369101,0.0,5.872493381730472,72.60909938325236,72.79480042121094,63.25757575757576,66.28787878787878,63.25757575757576,0.0854254536556475,0.06184065703189734,0.09705916227716388,5.771934509277344,8.0,5.771934509277344,5.771934509277344,8.0,8.0,0.3569402223987929,0.776473298217311,8.0,0.776473298217311
9,0.9630644685600018,0.5940097190764843,0.5808863709563996,0.02365281266491504,0.05384901749833159,0.7210754860078392,0.7330724180242809,0.016927581975719058,0.0,5.864579344194247,76.69452182263717,76.60167131195936,67.04545454545455,68.18181818181819,67.04545454545455,0.08953386454871207,0.06479961176713307,0.10176641381148135,5.7689971923828125,8.0,5.7689971923828125,5.7689971923828125,8.0,8.0,0.373828778352087,0.8141313104918508,8.0,0.8141313104918508
10,0.9286129128744786,0.571567437193852,0.5571340241139978,0.021758540845653363,0.05555502662198236,0.7204959922735626,0.7324136527689276,0.017586347231072413,0.0,5.8593092221514205,76.60167132026085,76.78737234161646,63.63636363636363,67.8030303030303,63.63636363636363,0.08908536759289828,0.06438483997727885,0.10110240271597197,5.762979984283447,8.0,5.762979984283447,5.762979984283447,8.0,8.0,0.37104854408035076,0.8088192217277758,8.0,0.8088192217277758
